DEPTH,AC,CNL,DEN,GR,SP,RT
1814.075,0.06292332910648546,0.09019365107436554,0.8456790123456794,0.1423051057334088,0.735205388483066,0.008896526042766624
1814.2,0.08761172795595823,0.10702390426503963,0.8374485596707824,0.1424545522475688,0.7348069443126838,0.008812402309108248
1814.325,0.11509139269476998,0.12992601762607953,0.8251028806584362,0.14700733355394488,0.7348638649084527,0.00876828146977693
1814.45,0.1397875235827172,0.155186134936776,0.8086419753086419,0.1583172322505578,0.7353761502703728,0.008609446448184193
1814.575,0.1577026567284198,0.18071152769180884,0.7942386831275717,0.1733579564256664,0.7363438003984442,0.00843472792443218
1814.7,0.17015123867256365,0.20078403631326083,0.7860082304526746,0.1859114636151112,0.7377098946968976,0.008424138922992664
1814.825,0.1792827761110938,0.21239720576531965,0.7798353909465024,0.19731743507082702,0.7393795655061189,0.008382371195092352
1814.95,0.18607923793028797,0.2207681197866006,0.7777777777777775,0.20940125321576875,0.7413338392941845,0.008373547027226088
1815.075,0.19188599882473,0.22683997995696636,0.7818930041152264,0.21750338923344614,0.7434778484014798,0.008433551368716678
1815.2,0.1986515324900255,0.23022961063459776,0.7901234567901236,0.22111679245081606,0.745697751636467,0.00846237698374647
1815.325,0.2063990350415983,0.23364871636159984,0.7962962962962967,0.22407903585648867,0.7478986813395313,0.008512968879513047
1815.45,0.21318003278384312,0.2387184248533616,0.8024691358024688,0.22515184833313762,0.7499667963191347,0.008600034002460177
1815.575,0.21706151609810395,0.24290388186400205,0.810699588477366,0.2236733953180542,0.7518641495114315,0.008665921122528277
1815.7,0.21706151609810395,0.24585138680107288,0.812757201646091,0.22007066685169568,0.7534958732568067,0.008703570905424333
1815.825,0.2137599356694398,0.24750198956583253,0.810699588477366,0.21371918999989326,0.7547860734275684,0.008717689574010356
1815.95,0.20813874369838853,0.24688301352904765,0.8045267489711938,0.20843518824923413,0.7556588558960251,0.008695923293273572
1816.075,0.20254074784276122,0.24396498364134758,0.7983539094650207,0.20440546974241824,0.7560003794706383,0.008672980456821288
1816.2,0.20044536541613814,0.23989742682818993,0.7880658436213995,0.19974594092592793,0.7557726970875629,0.008655920398946512
1816.325,0.20121856926360068,0.235653019718808,0.7798353909465024,0.19788853424993866,0.7549568352148751,0.008657685232519766
1816.45,0.20376240992175162,0.2337666165590827,0.7736625514403294,0.20002882182773088,0.7534958732568067,0.008703570905424333
1816.575,0.20664646027278633,0.23429716744775542,0.7695473251028804,0.20146457583876853,0.7513328906175883,0.008786518083367209
1816.7,0.20400983515293966,0.23320659062103927,0.7633744855967082,0.20278290758868045,0.7485248078929893,0.008892408097762367
1816.825,0.19146073670862587,0.22521885224157745,0.7633744855967082,0.20247333980934895,0.7450716250830091,0.009058302453648116
1816.95,0.1672439922061052,0.20650219589117808,0.7716049382716053,0.19668228738564678,0.741087183379186,0.00934655860394605
1817.075,0.13202455695419532,0.1769976714710997,0.7880658436213995,0.18600219899870837,0.7366094298453656,0.009706584652889592
1817.2,0.09314786750378869,0.14015385975771508,0.8086419753086419,0.17154858612922855,0.731771179205009,0.00992601229383067
1817.325,0.06125320879596695,0.1008046688478203,0.8271604938271603,0.15565921924871104,0.7267242197134995,0.01009131837185867
1817.45,0.044041691151455155,0.06788103870073983,0.8395061728395065,0.14333521920601203,0.7216013660942985,0.010293685954924973
1817.575,0.046925741502489626,0.05116868570754857,0.8395061728395065,0.1388838480342446,0.7164974860070201,0.010400752525035636
1817.7,0.06821977546160254,0.05340878945972237,0.8251028806584362,0.1424759017495917,0.7115453941751256,0.010427813306492175
1817.825,0.09955772739925137,0.07159489492144899,0.8045267489711938,0.1510157025587378,0.7068399582582297,0.010272507952045942
1817.95,0.13322302291776197,0.10210157102013145,0.7860082304526746,0.1627739407978309,0.7024950194478701,0.009967780021730984
1818.075,0.1617851730430209,0.14012438470834435,0.7716049382716053,0.17565302789312437,0.6985864718717387,0.009607753972787441
1818.2,0.18082145176754397,0.17614289503934918,0.7674897119341563,0.18635446578208567,0.6951332890617586,0.00939303255470837
1818.325,0.1910045464386231,0.20249358917676186,0.7695473251028804,0.19318096905389684,0.6921923916136987,0.009188311860211063
1818.45,0.1944762317137289,0.21796799009638335,0.7777777777777775,0.1964794671164295,0.6898017265914049,0.008898879154197627
1818.575,0.19420561036711712,0.22406932531611987,0.7839506172839505,0.19631400847575234,0.6880182145906458,0.008624153394627965
1818.7,0.19367209971236818,0.22515990214283607,0.7860082304526746,0.19420040777548866,0.686841855611422,0.008538264827396336
1818.825,0.19493242198373167,0.22459987620479263,0.7921810699588476,0.1936880197269399,0.6862347025898871,0.00847590737447474
1818.95,0.1972520335261188,0.22468830135290477,0.7962962962962967,0.195454691019332,0.686215729057964,0.008371782193652835
1819.075,0.19999690718461005,0.22784213163557046,0.8004115226337448,0.1993776620160335,0.6867090408879614,0.008279422569985945
1819.2,0.20034484891596824,0.23350134111474635,0.8065843621399179,0.2028416187192434,0.6876766910160325,0.00825471489996041
1819.325,0.19777008010391864,0.23975005158133636,0.812757201646091,0.20496055679501274,0.6890427853144862,0.008269421846404182
1819.45,0.19510252683017354,0.24652931293659913,0.8168724279835391,0.2061454541572818,0.6907314296556302,0.00824118450923214
1819.575,0.19277518324931175,0.2526306481563357,0.8168724279835391,0.20703679586673643,0.6927046769756188,0.008199416781331827
1819.7,0.1932391055577892,0.2556665782415185,0.8086419753086419,0.20689802410358776,0.6948486860829142,0.008138824161983485
1819.825,0.1970200723718801,0.25551920299466496,0.8004115226337448,0.2065724441977391,0.6971444834455933,0.008094115044794417
1819.95,0.20231651872699716,0.2528369735019306,0.7860082304526746,0.20769863042944522,0.6995730955317332,0.008028816202584069
1820.075,0.2087727708533076,0.24903469213310933,0.7716049382716053,0.20797617395574253,0.7021155488094108,0.007928220688908668
1820.2,0.21465685213249622,0.24437763433253748,0.7613168724279832,0.2071275312503336,0.7047149226828574,0.007881746738146348
1820.325,0.21817492963844978,0.24007427712441412,0.7530864197530861,0.20628422592043041,0.7073522436201498,0.007851744567401052
1820.45,0.2198450499489685,0.23815839891531815,0.7469135802469139,0.20448019299949832,0.7099516174935964,0.007825272063802263
1820.575,0.220347632449819,0.23777522327349895,0.7427983539094649,0.20122439394101135,0.712418176643582,0.007804094060923232
1820.7,0.21969040917947597,0.237568897927904,0.7427983539094649,0.19621259834114368,0.7146950004743382,0.007798799560203473
1820.825,0.21962855287167912,0.2390426503964394,0.7427983539094649,0.18932204656326393,0.7166872213262498,0.007811153395216243
1820.95,0.22084248291219485,0.240693253161199,0.7448559670781889,0.18145475506783804,0.7183568921354709,0.007855274234547559
1821.075,0.221948164414066,0.242108055530993,0.7530864197530861,0.17776662859338804,0.7196281187743099,0.007925867577477666
1821.2,0.22294559737729258,0.24287440681463138,0.7613168724279832,0.17758515782619372,0.7204819277108432,0.007947045580356697
1821.325,0.22187857606779451,0.24272703156777786,0.7716049382716053,0.17880207944149704,0.7208993454131485,0.007984695363252754
1821.45,0.21872390437014802,0.24269755651840713,0.7818930041152264,0.1814067186882866,0.7208803718812254,0.008021168590433309
1821.575,0.21524448705656757,0.24322810740707987,0.7942386831275717,0.18926867280820672,0.7204819277108432,0.00808882054407466
1821.7,0.21220579593604053,0.24414183393757183,0.8045267489711938,0.1987371769553475,0.7197419599658477,0.008145295218418745
1821.825,0.21151764451179905,0.2440828838388304,0.8086419753086419,0.2070314584912307,0.7186604686462384,0.008216476839206602
1821.95,0.2100330931246713,0.23930792584077573,0.8086419753086419,0.21179773481783537,0.7172943743477848,0.008329426187894772
1822.075,0.20286549345869542,0.22515990214283607,0.8065843621399179,0.21193650658098398,0.7157385447301012,0.008551795218124606
1822.2,0.18712306312436205,0.20143248739941635,0.8024691358024688,0.20420798684870678,0.7140878474528033,0.008704747461139835
1822.325,0.16190888565861503,0.17405016653402894,0.8024691358024688,0.18794500368278913,0.712418176643582,0.008871230094883336
1822.45,0.13172300745368512,0.1444277419164677,0.8065843621399179,0.16813800318107577,0.7108243999620527,0.00910654123798369
1822.575,0.10647016979556477,0.11548324343443277,0.8209876543209881,0.15056202564075194,0.7093254909401384,0.0093795021639801
1822.7,0.093897875235827,0.09255165502402217,0.8395061728395065,0.13564406110227478,0.7080163172374536,0.009577163524184395
1822.825,0.09813503231992067,0.08014265923895425,0.8580246913580247,0.12577525379220528,0.7069348259178444,0.009581281469188652
1822.95,0.11944453035598289,0.07690040380817637,0.8724279835390949,0.12455299480139624,0.7061379375770798,0.009495392901957023
1823.075,0.15102990752481976,0.08656822000176852,0.876543209876543,0.1303867462291442,0.7055877051513137,0.009414798835445153
1823.2,0.18440911761976925,0.10949980841217906,0.8703703703703709,0.1422410572273402,0.7052841286405465,0.009237727200262136
1823.325,0.2126619862060433,0.14036018510331003,0.8559670781893006,0.1584239797606721,0.7052082345128545,0.009121836462285213
1823.45,0.23036835431293093,0.17351961564535617,0.8436213991769546,0.17706209502663353,0.7053220757043923,0.00902771200504507
1823.575,0.2377601830946711,0.20334836560851238,0.8333333333333334,0.1962873215982237,0.7055687316193909,0.0088141671426815
1823.7,0.23623697151517026,0.22362719957555924,0.8230452674897122,0.21201122983806406,0.7059102551940044,0.008824167866263265
1823.825,0.22955649027309555,0.23465086804020394,0.814814814814815,0.2227340172290481,0.7064035670240014,0.008784164971936206
1823.95,0.22228837410694954,0.24057535296371618,0.810699588477366,0.2305959713489683,0.7070486671093822,0.008758280746195167
1824.075,0.21531407540283906,0.24428920918442534,0.8045267489711938,0.23520746378590718,0.7079214495778389,0.00875475107904866
1824.2,0.21143259208857823,0.24602823709729713,0.7942386831275717,0.23479648587196703,0.7090408879612938,0.008743573799751395
1824.325,0.20878050289178227,0.24871046659003146,0.7880658436213995,0.23147663830741147,0.7105018499193624,0.008745338633324646
1824.45,0.20567995546345838,0.2513337459840245,0.7798353909465024,0.22688115799698969,0.7123612560478131,0.00871533646257935
1824.575,0.2032984876132742,0.25298434874878417,0.7654320987654323,0.21970772531730698,0.7146380798785693,0.008677098401825544
1824.7,0.20088609160919182,0.2512453208359124,0.748971193415638,0.21071424759017496,0.7172374537520159,0.008652979009657757
1824.825,0.19769275971917225,0.24588086185044356,0.7366255144032918,0.2032365845066664,0.72014040413623,0.008647096231080249
1824.95,0.19613861998577298,0.23697939694048986,0.7263374485596706,0.19661823887957816,0.7232520633715964,0.008584738778158655
1825.075,0.19695821606408304,0.2253367524390603,0.7222222222222225,0.1919587100630878,0.726515510862347,0.008508262656651042
1825.2,0.19777781214239307,0.21189612992601758,0.7263374485596706,0.18804107644189197,0.7298169054169432,0.008464141817319724
1825.325,0.19987319456901614,0.2000766351283638,0.7345679012345677,0.18407006906563902,0.7330613793757708,0.00840825542083339
1825.45,0.20296600995886557,0.19285524803254045,0.7469135802469139,0.18159352683098665,0.7361920121430603,0.008371193915795085
1825.575,0.20533201373210022,0.19090989477407372,0.7592592592592592,0.17856189754373977,0.739246750782658,0.008342368300765292
1825.7,0.20775987381313213,0.19429952545170512,0.7716049382716053,0.17635756145987896,0.7422445688264869,0.008340015189334287
1825.825,0.21169548139671537,0.20290623986795175,0.7818930041152264,0.17938385337162008,0.745128545678778,0.00835589869149356
1825.95,0.21560789286487483,0.2139004332832257,0.7921810699588476,0.1867761184470372,0.7479366284033772,0.008378841527945846
1826.075,0.21785791606099023,0.2253072773896896,0.8004115226337448,0.19389617737166281,0.7506877905322076,0.008400607808682629
1826.2,0.2208888751430426,0.23524036902761808,0.8045267489711938,0.203770322057238,0.7533820320652689,0.008414138199410899
1826.325,0.22426777595645314,0.24263860641966573,0.810699588477366,0.21128000939378092,0.7560383265344843,0.00842060925584616
