DEPTH,AC,CNL,DEN,GR,SP,RT,label
2016.625,224.5,13.966,2.546,80.098,66.834,30.758,0
2016.75,223.221,13.48,2.546,79.27,66.332,31.039,0
2016.875,223.583,13.494,2.536,79.465,65.592,31.562,0
2017,225.479,13.973,2.517,80.245,64.866,32.015,0
2017.125,228.425,14.779,2.493,81.902,64.196,32.116,0
2017.25,231.708,15.839,2.471,84.096,63.442,32.033,0
2017.375,234.633,16.924,2.455,86.972,62.786,31.804,0
2017.5,236.696,17.66,2.446,89.897,62.2,31.339,0
2017.625,237.704,17.985,2.446,92.481,61.446,30.683,0
2017.75,237.742,18.107,2.458,93.993,61.041,29.926,0
2017.875,237.083,18.169,2.476,94.724,60.818,29.103,0
2018,236.025,18.187,2.498,95.943,60.79,28.311,0
2018.125,234.808,18.247,2.523,95.894,61.069,27.53,3
2018.25,233.642,18.398,2.546,95.553,61.474,26.779,3
2018.375,232.608,18.51,2.559,95.65,62.102,26.162,0
2018.5,231.767,18.404,2.56,96.089,62.912,25.734,0
2018.625,231.192,18.246,2.553,95.65,63.777,25.411,0
2018.75,230.9,18.039,2.538,94.529,64.671,25.171,0
2018.875,230.95,17.777,2.517,93.993,65.508,25.062,0
2019,231.308,17.615,2.497,94.041,66.206,25.103,0
2019.125,231.942,17.523,2.483,93.603,66.779,25.133,3
2019.25,232.733,17.547,2.476,92.969,67.183,25.156,3
2019.375,233.517,17.705,2.472,93.554,67.435,25.244,3
2019.5,234.125,17.805,2.475,93.798,67.602,25.391,3
2019.625,234.467,17.724,2.481,94.431,67.686,25.526,3
2019.75,234.408,17.432,2.487,94.578,67.742,25.682,3
2019.875,233.7,16.984,2.494,94.431,67.826,25.88,3
2020,232.092,16.469,2.506,93.066,67.951,26.199,1
2020.125,229.25,15.764,2.524,90.921,68.077,26.678,1
2020.25,224.967,14.898,2.546,86.826,68.244,27.372,1
2020.375,219.367,13.995,2.575,82.049,68.384,28.283,1
2020.5,212.9,13.015,2.61,77.953,68.44,29.332,1
2020.625,206.358,11.917,2.645,73.663,68.468,30.471,1
2020.75,200.725,10.973,2.672,68.642,68.398,31.736,1
2020.875,196.958,10.248,2.69,64.937,68.258,33.215,1
2021,195.842,9.732,2.702,62.012,68.077,34.78,1
2021.125,197.433,9.345,2.705,59.72,67.853,36.291,1
2021.25,201.525,9.181,2.697,58.745,67.644,37.672,1
2021.375,207.433,9.254,2.683,60.452,67.518,38.557,1
2021.5,214.092,9.466,2.664,63.767,67.407,38.519,1
2021.625,220.483,9.834,2.64,68.593,67.393,37.732,1
2021.75,225.733,10.594,2.61,72.981,67.477,36.487,1
2021.875,229.333,11.731,2.583,78.88,67.644,34.738,1
2022,231.075,13.032,2.562,83.657,67.867,32.79,1
2022.125,231.208,14.217,2.548,87.216,68.133,31.039,1
2022.25,230.125,15.19,2.545,89.556,68.426,29.517,1
2022.375,228.408,15.791,2.554,92.725,68.733,28.212,1
2022.5,226.483,15.879,2.57,93.603,69.082,27.219,1
2022.625,224.758,15.576,2.59,95.455,69.445,26.483,1
2022.75,223.4,15.287,2.612,96.235,69.836,25.87,1
2022.875,222.333,15.161,2.629,98.088,70.254,25.292,1
2023,221.625,15.171,2.639,99.989,70.729,24.663,1
2023.125,221.133,15.474,2.647,101.452,71.232,23.939,1
2023.25,220.758,15.892,2.651,103.255,71.804,23.177,1
2023.375,220.383,16.433,2.653,106.083,72.404,22.451,1
2023.5,219.933,16.882,2.656,107.935,73.046,21.803,1
2023.625,219.408,17.183,2.657,108.374,73.688,21.237,1
2023.75,218.85,17.175,2.655,109.837,74.303,20.798,1
2023.875,218.592,16.981,2.651,109.203,74.861,20.516,1
2024,218.55,16.667,2.642,109.008,75.154,20.41,1
2024.125,218.817,16.302,2.632,107.984,75.559,20.441,1
2024.25,219.479,15.941,2.621,106.619,75.838,20.604,1
2024.375,220.604,15.845,2.609,104.767,75.992,20.916,1
2024.5,222.217,16.041,2.595,103.207,76.02,21.303,1
2024.625,224.087,16.313,2.581,100.672,75.95,21.662,1
2024.75,226.296,16.754,2.565,98.234,75.81,21.993,1
2024.875,228.554,17.346,2.548,95.991,75.782,22.32,1
2025,230.446,17.905,2.525,93.846,75.503,22.62,0
2025.125,231.479,18.287,2.506,92.189,75.224,22.991,0
2025.25,231.05,18.593,2.494,91.068,74.875,23.526,0
2025.375,228.733,18.819,2.488,91.165,74.47,24.191,0
2025.5,224.525,18.763,2.493,91.506,73.982,24.849,0
2025.625,218.858,18.251,2.515,92.043,73.381,25.514,0
2025.75,212.575,17.793,2.544,92.335,72.767,26.209,0
2025.875,206.742,17.066,2.574,90.873,72.125,26.92,0
2026,202.546,16.118,2.596,87.996,71.483,27.666,0
2026.125,200.879,15.142,2.604,83.95,70.897,28.427,0
2026.25,201.975,14.454,2.596,79.562,70.408,29.123,0
2026.375,205.387,13.792,2.575,74.736,70.031,29.614,0
2026.5,210.237,13.587,2.547,71.274,69.794,29.871,0
2026.625,215.487,13.734,2.522,68.739,69.626,30.057,0
2026.75,220.133,14.171,2.506,68.349,69.515,30.244,0
2026.875,223.486,14.861,2.497,69.129,69.459,30.221,0
2027,225.378,15.49,2.49,71.372,69.445,30.031,0
2027.125,226.135,15.877,2.486,74.102,69.445,29.803,0
2027.25,226.101,16.141,2.482,77.368,69.501,29.356,0
2027.375,225.598,16.419,2.476,79.952,69.724,28.574,0
2027.5,224.937,16.649,2.474,82.146,69.961,27.691,0
2027.625,224.288,16.727,2.482,84.291,70.282,26.813,0
2027.75,223.623,16.888,2.5,86.777,70.659,25.881,0
2027.875,223.487,17.099,2.523,88.776,71.106,24.964,0
2028,223.142,17.142,2.551,90.921,71.581,24.176,0
2028.125,222.728,16.854,2.58,92.774,72.097,23.506,0
2028.25,222.331,16.681,2.603,94.529,72.53,22.922,0
2028.375,222.081,16.531,2.619,95.406,73.032,22.469,0
2028.5,222.175,16.327,2.63,96.333,73.549,22.132,0
2028.625,222.05,16.087,2.632,96.235,74.037,21.884,0
2028.75,222.55,16.095,2.625,96.235,74.442,21.749,0
2028.875,223.592,16.297,2.613,95.406,74.805,21.708,0
2029,225.025,16.41,2.595,93.31,75.084,21.658,0
2029.125,226.6,16.599,2.573,90.775,75.266,21.567,0
2029.25,228.083,16.693,2.551,88.386,75.35,21.54,0
2029.375,229.308,16.905,2.533,85.022,75.322,21.592,0
2029.5,230.092,16.992,2.523,81.756,75.182,21.735,0
2029.625,230.392,17.074,2.522,80.391,74.945,21.988,0
2029.75,230.233,17.058,2.53,79.367,74.708,22.253,0
2029.875,229.725,17.138,2.542,80.683,74.442,22.426,0
2030,229.042,17.096,2.556,84.242,74.191,22.546,3
2030.125,228.433,16.961,2.564,88.094,73.996,22.567,0
2030.25,228.092,16.688,2.566,91.848,73.856,22.486,0
2030.375,228.117,16.306,2.56,95.016,73.814,22.459,0
2030.5,228.542,15.951,2.549,95.65,73.912,22.513,0
2030.625,229.258,15.502,2.536,93.749,73.996,22.572,0
2030.75,230.05,15.085,2.519,90.824,74.079,22.638,0
2030.875,230.642,14.76,2.508,86.68,74.135,22.716,0
2031,230.867,14.706,2.506,83.755,74.121,22.745,0
2031.125,230.608,14.771,2.514,83.024,74.065,22.656,0
2031.25,229.875,15.003,2.529,84.291,73.996,22.431,0
2031.375,228.883,15.351,2.555,86.387,73.898,22.146,0
2031.5,227.883,15.998,2.582,90.288,73.856,21.841,0
2031.625,227.142,16.652,2.605,94.236,73.87,21.459,0
2031.75,226.875,17.187,2.619,96.918,73.982,21.034,3
2031.875,227.2,17.65,2.619,98.088,74.191,20.721,0
2032,228.05,18.124,2.606,97.795,74.498,20.522,0
2032.125,229.217,18.293,2.585,95.748,74.805,20.375,0
2032.25,230.458,18.251,2.562,92.189,75.057,20.323,3
2032.375,231.517,18.188,2.542,87.85,75.252,20.432,3
2032.5,232.192,17.983,2.532,84.632,75.392,20.638,0
2032.625,232.4,17.678,2.526,83.024,75.447,20.856,0
2032.75,232.208,17.263,2.524,82.487,75.447,21.072,0
2032.875,231.692,16.976,2.526,82.78,75.35,21.35,0
2033,230.967,16.754,2.528,84.34,75.238,21.655,0
2033.125,230.175,16.517,2.532,85.656,75.224,21.858,3
2033.25,229.317,16.301,2.537,87.606,75.252,21.982,3
2033.375,228.433,16.267,2.546,89.117,75.35,22.03,3
2033.5,227.55,16.157,2.56,90.141,75.531,21.883,0
2033.625,226.667,15.969,2.578,90.58,75.782,21.581,0
2033.75,225.8,15.864,2.594,91.019,76.103,21.239,3
2033.875,225.033,15.755,2.613,90.921,76.466,20.817,3
2034,224.4,15.659,2.631,90.678,76.843,20.328,3
2034.125,223.9,15.563,2.645,91.506,77.262,19.836,3
2034.25,223.558,15.686,2.657,93.651,77.723,19.342,3
2034.375,223.358,16.115,2.666,95.601,78.211,18.856,3
2034.5,223.225,16.51,2.673,97.649,78.714,18.441,3
2034.625,223.058,16.74,2.675,100.038,79.216,18.154,3
2034.75,222.817,16.897,2.672,101.744,79.691,17.986,3
2034.875,222.375,16.86,2.668,101.793,80.096,17.942,0
2035,221.667,16.362,2.66,100.623,80.431,18.055,1
2035.125,220.75,15.707,2.651,98.039,80.626,18.29,1
2035.25,219.692,15.091,2.644,95.406,80.71,18.577,1
2035.375,218.617,14.549,2.64,91.994,80.612,18.9,1
2035.5,217.692,14.019,2.638,89.361,80.417,19.227,1
2035.625,217.042,13.692,2.641,88.679,80.152,19.467,1
2035.75,216.725,13.718,2.647,89.946,79.9,19.539,1
2035.875,216.675,14.048,2.654,91.068,79.677,19.508,1
2036,216.825,14.51,2.661,93.7,79.551,19.453,1
2036.125,217.092,15.013,2.667,96.04,79.551,19.33,1
2036.25,217.417,15.628,2.672,98.234,79.705,19.114,1
2036.375,217.8,16.136,2.673,99.355,79.998,18.866,1
2036.5,218.283,16.437,2.674,100.769,80.389,18.59,1
2036.625,218.892,16.53,2.673,101.988,80.808,18.262,1
2036.75,219.558,16.628,2.671,103.499,81.241,17.914,1
2036.875,220.175,16.716,2.667,105.157,81.645,17.633,1
2037,220.6,16.705,2.666,107.253,81.952,17.484,1
2037.125,220.733,16.653,2.665,108.667,82.204,17.4,1
2037.25,220.492,16.67,2.667,109.203,82.357,17.384,1
2037.375,219.967,16.654,2.67,109.349,82.427,17.493,1
2037.5,219.375,16.514,2.674,108.472,82.455,17.631,1
2037.625,218.95,16.309,2.677,106.765,82.357,17.719,1
2037.75,218.942,16.233,2.677,105.4,82.26,17.842,1
2037.875,219.475,16.342,2.672,104.815,82.12,18.04,1
2038,220.542,16.368,2.663,104.962,81.952,18.241,1
2038.125,221.983,16.304,2.648,104.62,81.799,18.477,1
2038.25,223.583,16.355,2.632,104.767,81.617,18.823,1
2038.375,225.1,16.311,2.613,104.133,81.436,19.212,1
2038.5,226.367,15.928,2.595,102.134,81.268,19.538,1
2038.625,227.367,15.541,2.582,98.77,81.087,19.859,1
2038.75,228.15,15.263,2.574,95.699,80.878,20.194,1
2038.875,228.867,15.076,2.569,92.384,80.668,20.451,1
2039,229.65,14.995,2.566,89.897,80.375,20.697,1
2039.125,230.583,15.09,2.564,87.704,80.124,21.025,1
2039.25,231.6,15.25,2.561,86.29,79.859,21.286,1
2039.375,232.533,15.361,2.558,85.217,79.649,21.452,1
2039.5,233.092,15.212,2.555,83.852,79.44,21.623,1
2039.625,232.967,14.894,2.554,82,79.3,21.748,1
2039.75,231.925,14.447,2.557,81.902,79.175,21.649,1
2039.875,229.933,13.932,2.565,82.097,79.091,21.439,1
2040,227.217,13.382,2.575,82.39,79.007,21.296,0
2040.125,224.225,13.002,2.588,83.219,78.951,21.181,0
2040.25,221.583,12.706,2.599,84.73,78.854,21.04,0
2040.375,219.833,12.507,2.604,85.412,78.756,20.958,0
2040.5,219.408,12.371,2.602,84.681,78.63,20.95,0
2040.625,220.392,12.425,2.594,83.999,78.435,20.936,0
2040.75,222.583,12.672,2.582,83.219,78.183,20.942,0
2040.875,225.525,13.002,2.568,82.585,77.876,21.008,0
2041,228.675,13.464,2.555,82.146,77.43,21.139,0
2041.125,231.533,14.026,2.543,82.829,76.955,21.277,0
2041.25,233.792,14.676,2.534,83.657,76.397,21.397,3
2041.375,235.342,15.081,2.527,85.169,75.754,21.511,2
2041.5,236.242,15.277,2.52,86.826,75.112,21.581,3
2041.625,236.708,15.287,2.514,88.825,74.498,21.655,3
2041.75,236.925,15.363,2.507,90.921,73.87,21.834,3
2041.875,237.058,15.206,2.502,93.261,73.326,22.041,3
2042,237.175,15.014,2.498,95.26,72.837,22.16,0
2042.125,237.233,15.042,2.496,97.015,72.418,22.236,0
2042.25,237.192,15.226,2.494,98.039,72.041,22.331,0
2042.375,237.05,15.312,2.495,98.136,71.734,22.429,0
2042.5,236.833,15.336,2.497,96.869,71.455,22.532,0
2042.625,236.583,15.577,2.499,94.919,71.218,22.685,0
2042.75,236.4,15.873,2.5,92.823,70.994,22.862,0
2042.875,236.325,16.285,2.505,90.921,70.785,23.028,0
2043,236.25,16.885,2.513,90.336,70.534,23.229,0
2043.125,236.1,17.655,2.523,91.799,70.324,23.501,0
2043.25,236.433,18.443,2.538,94.48,70.101,23.853,0
2043.375,238.058,19.198,2.555,99.16,69.85,24.358,0
2043.5,241.862,19.779,2.569,105.839,69.64,25.048,0
2043.625,248.837,20.104,2.574,113.201,69.417,25.756,0
2043.75,258.808,20.467,2.572,121.245,69.124,26.463,0
2043.875,270.558,20.913,2.563,128.606,68.775,27.325,0
2044,281.958,21.487,2.551,137.089,68.272,28.341,0
2044.125,291.054,22.034,2.541,145.718,67.616,29.377,0
2044.25,296.325,22.574,2.538,153.713,66.82,30.536,0
2044.375,297.237,22.985,2.539,159.124,65.787,31.826,0
2044.5,294.825,23.217,2.543,164.731,64.601,33.06,0
2044.625,290.517,23.306,2.549,168.192,63.331,34.271,0
2044.75,285.658,23.474,2.552,168.29,62.032,35.497,0
2044.875,281.079,23.63,2.548,167.071,60.832,36.625,0
2045,277.262,23.707,2.541,167.12,59.743,37.755,0
2045.125,273.808,23.864,2.536,168.143,58.78,38.875,0
2045.25,270.508,23.974,2.529,169.898,58.026,39.652,0
2045.375,267.308,23.844,2.522,171.654,57.496,40.119,0
2045.5,264.067,23.642,2.52,174.042,57.161,40.621,3
2045.625,260.808,23.45,2.523,176.236,57.021,41.028,3
2045.75,257.342,23.247,2.528,176.919,56.979,41.214,3
2045.875,253.775,22.714,2.532,175.505,57.119,41.432,3
2046,250,22.166,2.537,174.14,57.384,41.619,3
2046.125,246.383,21.66,2.539,172.385,57.761,41.423,3
2046.25,243.575,21.319,2.537,170.532,58.18,40.873,3
2046.375,241.917,20.795,2.532,168.192,58.654,40.253,2
2046.5,241.558,20.605,2.529,166.291,59.157,39.47,2
2046.625,242.067,20.635,2.53,163.805,59.771,38.559,2
2046.75,242.717,20.681,2.535,161.026,60.343,37.789,2
2046.875,242.85,20.519,2.545,158.101,60.916,37.173,2
2047,242.1,20.252,2.556,153.469,61.488,36.454,2
2047.125,240.233,19.841,2.57,145.962,62.046,35.765,2
2047.25,237.292,19.184,2.584,138.454,62.563,35.192,2
2047.375,233.55,18.334,2.597,130.361,63.065,34.563,3
2047.5,229.408,17.407,2.609,120.952,63.498,33.848,3
2047.625,225.358,16.572,2.619,112.226,63.917,33.206,3
2047.75,221.983,15.829,2.628,105.985,64.35,32.679,3
2047.875,219.942,15.323,2.631,101.744,64.74,32.204,3
2048,219.55,15.26,2.63,98.965,65.159,31.849,3
2048.125,220.808,15.386,2.624,98.965,65.648,31.667,3
2048.25,223.258,16.002,2.619,101.988,66.15,31.491,3
2048.375,226.067,16.807,2.614,106.18,66.653,31.194,3
2048.5,228.425,17.527,2.611,109.934,67.239,30.774,3
2048.625,229.767,17.978,2.61,113.054,67.839,30.134,3
2048.75,229.9,18.174,2.61,114.176,68.51,29.293,3
2048.875,229.05,17.791,2.608,112.762,69.18,28.54,3
2049,227.667,17.056,2.602,107.497,69.85,27.983,3
2049.125,226.25,16.289,2.594,100.574,70.52,27.595,3
2049.25,225.083,15.637,2.587,93.213,71.26,27.362,3
2049.375,224.192,15.261,2.582,87.167,71.958,27.271,3
2049.5,223.458,15.241,2.579,82.829,72.628,27.158,3
2049.625,222.7,15.368,2.583,82.097,73.242,26.948,3
2049.75,221.867,15.495,2.594,83.95,73.87,26.664,3
2049.875,221.05,15.648,2.607,87.606,74.484,26.346,3
2050,220.4,15.865,2.619,90.483,75.07,26.025,1
2050.125,220.225,15.923,2.63,93.651,75.573,25.73,1
2050.25,220.875,15.969,2.636,95.991,76.006,25.464,1
2050.375,222.55,16.299,2.634,98.234,76.383,25.231,1
2050.5,225.158,16.752,2.625,101.89,76.69,25.051,1
2050.625,228.342,17.281,2.611,107.302,76.899,24.853,1
2050.75,231.558,17.788,2.592,111.836,77.011,24.674,1
2050.875,234.108,18.272,2.574,116.467,77.067,24.584,1
2051,235.508,18.317,2.557,119.928,77.039,24.564,1
2051.125,235.558,18.134,2.545,119.343,76.955,24.552,1
2051.25,234.442,17.576,2.536,114.273,76.871,24.535,1
2051.375,232.658,16.979,2.533,107.448,76.787,24.45,1
2051.5,230.792,16.345,2.536,100.672,76.704,24.285,1
2051.625,229.275,16.008,2.542,94.139,76.662,24.05,1
2051.75,228.258,15.823,2.55,89.556,76.662,23.773,1
2051.875,227.675,15.922,2.561,87.314,76.76,23.542,1
2052,227.317,16.02,2.573,87.216,76.941,23.42,1
2052.125,226.933,16.212,2.584,87.167,77.164,23.297,1
2052.25,226.317,16.468,2.594,88.63,77.444,23.122,1
2052.375,225.483,16.573,2.603,90.726,77.793,22.896,1
2052.5,224.542,16.666,2.611,93.359,78.142,22.561,1
2052.625,223.6,16.72,2.619,96.284,78.491,22.146,1
2052.75,222.808,16.767,2.627,99.648,78.826,21.689,1
2052.875,222.217,16.758,2.635,102.232,79.147,21.222,1
2053,221.825,16.913,2.642,103.938,79.482,20.764,1
2053.125,221.617,16.929,2.651,104.767,79.817,20.298,1
2053.25,221.483,17.002,2.656,104.815,80.082,19.832,1
2053.375,221.292,17.136,2.658,104.669,80.333,19.448,1
2053.5,220.917,17.171,2.659,104.572,80.571,19.156,1
2053.625,220.267,17.118,2.662,104.669,80.794,18.955,1
2053.75,219.317,17.077,2.663,105.839,81.017,18.875,1
2053.875,218.083,16.974,2.665,107.497,81.185,18.835,1
2054,216.667,16.713,2.667,108.716,81.324,18.792,1
2054.125,215.275,16.324,2.671,109.203,81.464,18.763,1
2054.25,214.075,15.903,2.674,109.349,81.59,18.753,1
2054.375,213.2,15.463,2.677,109.057,81.701,18.799,1
2054.5,212.725,15.106,2.679,108.131,81.813,18.899,1
2054.625,212.592,14.729,2.679,107.35,81.925,18.97,1
2054.75,212.7,14.49,2.68,105.742,82.05,19.045,1
2054.875,212.95,14.315,2.68,104.133,82.204,19.095,1
2055,213.25,14.283,2.679,101.549,82.371,19.054,0
2055.125,213.508,14.345,2.678,98.721,82.553,18.964,0
2055.25,213.7,14.535,2.678,95.991,82.734,18.889,0
2055.375,213.883,14.821,2.677,94.724,82.902,18.806,0
2055.5,214.167,15.09,2.676,94.236,83.055,18.712,0
2055.625,214.717,15.345,2.673,95.163,83.209,18.598,0
2055.75,215.725,15.595,2.666,97.649,83.334,18.432,0
2055.875,217.317,15.873,2.657,101.5,83.46,18.26,0
2056,219.533,16.281,2.647,106.18,83.572,18.091,0
2056.125,222.292,16.663,2.637,110.471,83.697,17.942,0
2056.25,225.283,17.183,2.628,114.419,83.823,17.835,0
2056.375,228.05,17.911,2.624,118.173,83.949,17.783,0
2056.5,230.158,18.687,2.624,120.66,84.06,17.756,0
2056.625,231.217,19.272,2.626,122.22,84.158,17.738,0
2056.75,231.033,19.717,2.629,122.463,84.2,17.799,0
2056.875,229.65,19.713,2.634,121.83,84.2,17.988,0
2057,227.325,19.301,2.639,119.88,84.116,18.278,0
2057.125,224.492,18.55,2.644,117.296,83.963,18.638,0
2057.25,221.683,17.674,2.647,113.932,83.767,19.021,0
2057.375,219.458,16.79,2.65,110.812,83.502,19.347,0
2057.5,218.175,16.209,2.652,109.008,83.223,19.587,0
2057.625,217.95,15.738,2.653,108.569,82.958,19.779,0
2057.75,218.625,15.769,2.653,109.154,82.72,19.9,0
2057.875,219.775,15.907,2.652,110.032,82.511,19.945,0
2058,220.842,16.094,2.653,111.689,82.315,19.982,0
2058.125,221.383,16.244,2.654,113.054,82.134,20.005,3
2058.25,221.25,16.436,2.656,114.029,82.022,19.961,3
2058.375,220.575,16.33,2.66,114.468,81.925,19.876,3
2058.5,219.75,16.043,2.663,114.029,81.799,19.777,0
2058.625,219.208,15.849,2.664,113.103,81.645,19.669,0
2058.75,219.267,15.89,2.661,112.372,81.464,19.578,0
2058.875,220.033,16.019,2.656,111.202,81.324,19.516,0
2059,221.342,16.364,2.649,110.958,81.185,19.532,0
2059.125,222.817,16.974,2.64,111.592,81.101,19.639,0
2059.25,224.017,17.589,2.632,113.249,81.031,19.763,3
2059.375,224.6,17.9,2.629,114.273,81.003,19.911,3
2059.5,224.358,18.023,2.629,115.248,81.003,20.117,3
2059.625,223.333,17.755,2.632,114.956,81.017,20.289,0
2059.75,221.775,17.293,2.636,114.663,80.989,20.404,3
2059.875,220.05,16.727,2.643,113.103,80.919,20.485,3
2060,218.517,16.171,2.651,111.494,80.766,20.502,3
2060.125,217.45,15.725,2.658,109.496,80.654,20.477,3
2060.25,217.025,15.538,2.664,108.033,80.543,20.534,3
2060.375,217.242,15.536,2.669,106.083,80.459,20.702,3
2060.5,217.95,15.672,2.673,105.498,80.473,20.93,3
2060.625,218.933,15.919,2.674,105.205,80.571,21.14,3
2060.75,219.958,16.117,2.672,105.595,80.78,21.288,3
2060.875,220.85,16.239,2.669,106.132,81.101,21.385,3
2061,221.458,16.334,2.667,106.814,81.464,21.473,3
2061.125,221.7,16.434,2.666,107.692,81.939,21.58,3
2061.25,221.558,16.554,2.665,108.423,82.441,21.717,3
2061.375,221.1,16.698,2.663,109.057,82.944,21.851,3
2061.5,220.517,16.879,2.662,108.618,83.432,21.905,3
2061.625,220.083,17.205,2.66,108.472,83.851,21.882,3
2061.75,220.05,17.694,2.656,107.545,84.186,21.86,3
2061.875,220.525,18.114,2.651,107.448,84.423,21.887,3
2062,221.508,18.576,2.649,107.448,84.563,21.929,3
2062.125,222.9,19.142,2.65,108.716,84.675,21.904,3
2062.25,224.55,19.507,2.65,111.543,84.716,21.796,3
2062.375,226.35,19.735,2.649,115.102,84.772,21.569,3
2062.5,228.292,20.088,2.649,118.661,84.828,21.222,3
2062.625,230.383,20.385,2.648,123.195,84.884,20.837,3
2062.75,232.558,20.858,2.644,127.436,84.912,20.524,3
2062.875,234.65,21.515,2.638,130.117,84.912,20.26,3
2063,236.417,22.229,2.635,132.067,84.856,20.072,3
2063.125,237.625,22.755,2.634,132.555,84.786,19.964,2
2063.25,238.117,22.951,2.633,131.58,84.647,19.916,2
2063.375,237.9,22.804,2.634,129.63,84.465,19.953,3
2063.5,237.183,22.515,2.639,127.29,84.214,20.132,3
2063.625,236.308,22.117,2.645,124.755,83.935,20.402,3
2063.75,235.667,21.782,2.649,123.536,83.6,20.623,2
2063.875,235.75,21.658,2.632,124.121,83.181,20.688,2
2064,236.962,21.769,2.573,125.779,82.706,20.529,2
2064.125,239.596,22.329,2.47,129.337,82.148,20.112,2
2064.25,243.7,23.626,2.343,133.042,81.52,19.527,2
2064.375,248.9,24.777,2.22,136.406,80.85,18.974,2
2064.5,254.417,25.795,2.126,137.723,80.152,18.611,2
2064.625,259.221,26.506,2.082,137.43,79.426,18.514,3
2064.75,262.358,26.516,2.099,135.675,78.714,18.665,2
2064.875,263.054,25.487,2.169,134.7,77.988,18.997,2
2065,261.158,24.157,2.27,133.725,77.29,19.454,1
2065.125,257.058,23.069,2.374,134.261,76.69,20.053,1
2065.25,251.592,22.071,2.467,135.675,76.131,20.833,1
2065.375,245.796,21.295,2.538,136.504,75.587,21.851,1
2065.5,240.679,20.692,2.575,136.553,75.043,23.139,1
2065.625,237.058,20.55,2.573,135.285,74.498,24.832,1
2065.75,235.35,20.626,2.555,132.75,73.996,26.86,1
2065.875,235.608,20.966,2.538,131.531,73.605,29.019,1
2066,237.458,21.557,2.522,133.335,73.312,31.262,1
2066.125,240.142,22.228,2.513,137.82,73.158,33.415,1
2066.25,242.717,23.141,2.515,143.475,73.172,35.104,1
2066.375,244.433,23.68,2.524,151.178,73.353,36.246,1
2066.5,244.808,23.805,2.541,157.711,73.605,36.986,1
2066.625,243.9,23.669,2.561,161.221,73.814,37.305,1
2066.75,242.342,23.449,2.579,160.636,73.912,37.349,1
2066.875,240.842,22.906,2.587,158.588,73.856,37.344,1
2067,239.942,22.703,2.587,154.493,73.647,37.459,1
2067.125,239.817,22.525,2.582,150.69,73.326,37.719,1
2067.25,240.242,22.298,2.574,147.765,72.963,37.948,1
2067.375,240.883,22.054,2.562,145.864,72.683,37.794,1
2067.5,241.717,21.895,2.549,146.108,72.572,37.339,1
2067.625,242.925,21.444,2.538,147.18,72.614,36.807,1
2067.75,244.775,21.309,2.526,150.349,72.781,36.216,1
2067.875,247.342,21.5,2.515,153.226,73.116,35.676,1
2068,250.275,22.211,2.508,157.321,73.507,35.417,1
2068.125,252.75,22.901,2.508,161.416,73.926,35.355,1
2068.25,253.75,23.698,2.516,165.218,74.289,35.234,1
2068.375,252.658,23.923,2.529,165.413,74.54,34.943,1
2068.5,249.525,23.664,2.545,163.268,74.708,34.555,1
2068.625,245.367,22.79,2.557,155.663,74.763,34.23,1
2068.75,241.758,21.814,2.562,144.45,74.708,34.026,1
2068.875,240.425,20.839,2.556,132.847,74.596,33.792,1
2069,242.317,20.629,2.542,124.072,74.442,33.522,1
2069.125,247.258,21.19,2.527,120.952,74.247,33.311,1
2069.25,254.1,22.123,2.517,125.876,74.065,33.05,1
2069.375,261.05,23.301,2.514,135.09,73.842,32.672,1
2069.5,266.425,24.618,2.517,144.548,73.563,32.344,1
2069.625,269.292,25.601,2.525,153.664,73.2,32.173,1
2069.75,269.85,26.125,2.531,160.489,72.739,32.122,1
2069.875,269.208,26.528,2.529,163.658,72.139,32.278,1
2070,268.783,27.001,2.516,164.731,71.413,32.74,2
2070.125,269.45,27.864,2.495,167.705,70.478,33.554,2
2070.25,271.35,28.476,2.474,173.311,69.305,34.674,2
2070.375,273.792,29.314,2.458,180.916,67.881,36.142,2
2070.5,275.583,29.981,2.447,188.326,66.136,38.059,2
2070.625,275.733,30.177,2.446,196.468,63.987,40.167,2
2070.75,273.867,29.382,2.456,203.829,61.516,42.16,2
2070.875,270.508,28.817,2.47,204.463,58.78,44.242,2
2071,266.8,28.225,2.477,199.101,55.946,46.081,2
2071.125,264.025,27.783,2.479,192.129,53.098,47.159,2
2071.25,263.175,27.52,2.481,185.158,50.362,47.624,2
2071.375,264.783,27.652,2.474,179.405,47.822,47.713,4
2071.5,268.875,27.973,2.452,179.649,45.588,47.133,4
2071.625,275.042,28.513,2.422,184.914,43.592,46.174,2
2071.75,282.508,29.071,2.389,197.248,41.861,45.423,2
2071.875,290.058,29.899,2.356,215.091,40.284,45.22,2
2072,296.575,30.706,2.327,235.518,38.832,45.531,3
2072.125,301.158,31.632,2.312,255.457,37.492,46.091,3
2072.25,303.317,32.083,2.311,273.056,36.263,46.803,2
2072.375,302.975,32.445,2.321,285.878,35.188,47.476,2
2072.5,300.746,32.437,2.339,294.604,34.393,47.842,2
2072.625,297.687,32.519,2.36,296.993,33.946,48.078,4
2072.75,294.8,32.079,2.375,294.507,34.099,48.663,4
2072.875,292.758,31.748,2.382,292.313,34.923,49.299,2
2073,291.675,31.545,2.385,289.339,36.473,49.602,2
2073.125,291.471,31.646,2.385,286.95,38.65,49.579,3
2073.25,292,31.674,2.378,285.39,41.219,49.398,3
