bat,
4 52.0814357190436 47.77269866669268,
4 51.38713635802355 47.69668279030444,
4 52.32659360926053 49.16796354748536,
3 50.77963096263498 45.735186728963505,
3 50.062837382837834 45.07134119535924,
5 51.60791182380278 47.99113284130453,
4 51.64536458411878 45.983816404472925,
4 51.38713635802355 47.69668279030444,
4 52.0814357190436 47.77269866669268,
3 50.77963096263497 45.735186728963505,
6 0.001,
3.8 0.6,
51.41391134794242 0.6668456448870754,
47.06233903605433 1.2553990633867247,
eat,
3 37.65962371703355 29.988389116192998,
3 37.66204353491511 30.114154742312248,
3 37.932969932349486 30.32808845201028,
3 37.93296993234948 30.32808845201028,
3 37.65962371703355 29.988389116192998,
3 37.65662895793762 30.239839632449804,
3 37.9133640771603 30.450136201157317,
3 37.932969932349486 30.32808845201028,
3 37.65962371703355 29.988389116192998,
3 37.93296993234948 30.32808845201028,
6 0.0001,
3.0 0.0,
37.79427874505116 0.13488952608109353,
30.208165173253946 0.16456674261777723,
cora,
10 56.91493020501481 50.081905357035815,
9 59.36406477852013 51.57632348227983,
6 58.85220138832696 51.716673563040686,
10 56.865541797602916 45.79280661125763,
8 59.34867299805199 50.30942739111155,
8 59.09680010837518 53.5962333109427,
5 55.14409222384871 48.50537751994725,
10 56.8156100127147 44.6335889142803,
7 55.43750643678609 43.02647742599613,
6 57.437996498491714 47.9838541069887,
2 0.001,
7.9 1.7578395831246945,
57.52774164477332 1.4927863764422702,
48.722266768288065 3.2182089959226405,
citeseer,
5 44.3634645571617 45.771542443429695,
7 43.65053107075945 43.05178973474575,
5 45.17242861664991 45.806664595909254,
5 46.0232994365644 44.20354061536471,
5 45.58830589504777 45.104417788260214,
5 44.423367636190946 45.011559702534505,
6 44.99774677511279 45.97026158619866,
5 44.8180967812286 43.569222937903184,
6 44.69536344184991 45.9153888130064,
7 44.4263670897158 45.316824343342255,
2 0.001,
5.6 0.8,
44.81589713002812 0.640135858537344,
44.972121256069464 0.9801002831091115,
log1,
log1,
3 0.6552869,
Bai257,
3 0.6721976 1290.2868198057495 1.2956213785401667,
3 0.7672674 1232.9974569615238 1.2948254480399224,
Bai257,
Bai257,
3 0.6721976 1.1251822179768893 8998.263246059105,
Bai257,
Bai257,
3 0.6721976 1.1251822179768893 8998.263246059105,
3 0.7672674 1.0189119243470637 18002.03817765958,
3 0.75589746 0.948486194816752 22401.93712225583,
3 0.73748076 0.9665718109572953 19699.603948514985,
3 0.73165935 0.9903189946073032 15605.775609138176,
2 0.7392289 0.966172959995397 15689.408727561322,
2 0.80492026 1.017585620966943 24936.982450478743,
4 0.7259429 1.1122385793092187 9995.83884400594,
2 0.8173795 1.1671543815577936 32141.01151454994,
2 0.84776664 0.9597762530343648 45812.32647632504,
2 0.0001,
2.7 0.6403124237432849,
0.7599741 0.04867623,
Bai260,
3 0.67217004 1.1429740067970282 9555.883633283687,
3 0.75049365 1.044370966250326 13450.745952394132,
2 0.777876 1.0834463958367087 14602.039362063724,
2 0.68116325 1.1778879782242275 12014.055258541302,
3 0.74167114 1.025008185702711 14101.189280258543,
2 0.7344302 1.102565077878253 10813.054422188125,
3 0.7384561 0.9875026149878957 14243.254656350182,
4 0.7270327 0.9514703743145553 10038.265696211754,
3 0.7390427 1.0189669141370565 18665.133698389916,
2 0.83924794 1.0583853240905519 26837.143114320737,
2 0.0001,
2.7 0.6403124237432849,
0.7401584 0.044342466,
Dan48,
5 0.6230571 1.3031612723365362 77342.45542813116,
4 0.8843588 0.9081020665785727 96125.00997566314,
4 0.8515533 0.9692769544586732 59460.93884050398,
3 0.84002703 0.8582405848585545 38470.28144812599,
3 0.8810056 0.8326659156573255 75157.43158088936,
4 0.86553305 0.7658316310583791 64287.58955558338,
4 0.9047848 0.8232351958294 91484.37285607134,
3 0.91192883 0.9251903362363401 151763.82088573687,
3 0.83792645 0.7377770157849426 89631.87264748204,
3 0.8798252 0.8026957335945528 96404.96056597799,
2 0.0001,
3.6 0.66332495807108,
0.84800005 0.078625664,
Qiao13,
2 0.6374642 1.2069736252057321 9455.642654149991,
2 0.80230325 1.1911583487236503 23325.387843113604,
2 0.7503285 1.062148639442141 19305.45420502217,
2 0.7049252 1.1844803309959728 20787.548426698806,
2 0.75205845 1.0907158632135185 23823.629981890157,
2 0.7583947 1.1325733371361058 16726.225437126373,
2 0.76596886 1.1072851084559825 23595.628392136467,
4 0.66955227 1.1021346595949044 10237.540939793218,
2 0.8648518 1.1284799139066812 49191.24589667776,
2 0.863898 1.0795848144974307 51453.62750368507,
2 0.0001,
2.2 0.6,
0.7569745 0.07064741,
Huang109,
Huang109,
Huang109,
2 0.7629141 1.2001404047955098 11185.134056879633,
3 0.8194353 1.0785479457969518 19420.400794820514,
3 0.8065856 1.0840323947780428 16801.3690805435,
3 0.7661818 1.1552724137459074 17396.54649500286,
3 0.7862115 1.1820986798080106 13755.30402630036,
Huang109,
2 0.7629141 1.2001404047955098 11185.134056879633,
3 0.8194353 1.0785479457969518 19420.400794820514,
3 0.8065856 1.0840323947780428 16801.3690805435,
3 0.7661818 1.1552724137459074 17396.54649500286,
3 0.7862115 1.1820986798080106 13755.30402630036,
2 0.77257246 1.167083230298205 12050.831022244456,
3 0.8199394 1.1781864093547323 23188.284514878156,
3 0.767876 1.0705589568109275 9176.934759645907,
2 0.85739166 1.0590877534785728 32209.527440438964,
2 0.832047 1.0782442164570614 26654.75081359082,
2 0.0001,
2.6 0.48989794855663565,
0.79911554 0.031024251,
Bai253,
2 0.7426534 1.1066626229262162 7475.060790666832,
3 0.8036091 1.015639890620215 12752.636492264439,
3 0.7863774 1.0049008669642971 12578.53143076569,
4 0.7130442 1.1838126656128045 12951.090915941202,
3 0.77784103 1.014155234792739 10414.32919354025,
2 0.75861764 1.1117416640514817 9278.21124864689,
2 0.7977112 1.0730040005026114 11856.508794875877,
3 0.7550146 1.1160765360276195 8437.104099129834,
2 0.80751175 1.0448876116847405 16639.613564163552,
3 0.7722717 0.9901710363916569 18404.235039652634,
2 0.0001,
2.7 0.6403124237432849,
0.7714652 0.028220417,
Bai253,
Bai253,
2 0.66102356 0.9615793803587994 3525.3327460388973,
2 0.6795114 1.060653432981882 3372.0896406759516,
2 0.6595353 0.8959241116742559 3718.946207871823,
2 0.6424684 1.0888425392151337 2922.874482524428,
2 0.69600534 0.9062623076216433 3713.651477630923,
2 0.59846115 1.0689278555632207 2793.288099929198,
2 0.68266845 0.8571922109063301 3932.78359834002,
2 0.6302021 0.951672383270464 4346.174981021215,
2 0.6655444 0.9628804254053374 4019.919963915002,
3 0.42187038 1.0725506293349478 2244.26656063808,
2 0.0001,
2.1 0.3,
0.63372904 0.07550453,
Bai257,
5 0.48953962 1.0597859003441532 4770.040264268149,
2 0.668303 1.4871271690138304 4478.8220317249015,
3 0.53692174 1.041012911693675 5011.634955422125,
2 0.6674788 0.9891381436711875 4715.324267685046,
3 0.5445127 0.8773285561193831 4996.365141014948,
2 0.48641193 1.2166504096967241 4486.0819113525295,
2 0.62334746 0.8327802537989905 5283.030453091424,
2 0.52084774 0.9410151019499863 5719.611102322432,
2 0.5734663 0.8813094630426703 5546.104984171219,
3 0.50529003 1.2466672254660807 4349.274621943821,
2 0.0001,
2.6 0.9165151389911681,
0.56161195 0.06567184,
Bai260,
2 0.61641234 0.9777041637104272 4805.239307824582,
2 0.6029618 1.0664967758244979 3802.2170149633193,
2 0.6195014 1.007978889474807 4728.655316285339,
4 0.5073326 1.030172423721457 3497.8715087493065,
2 0.62365574 0.9732739828677155 4096.882431156081,
2 0.55813247 1.0258693427564474 3399.5639891892424,
